lat,long,url
25.6290225,-100.1778182,https://propiedades.com/inmuebles/casa-en-venta-privadas-jardines-residencial-nuevo_leon-24791084#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=8
25.7730724,-100.2726319,https://propiedades.com/inmuebles/casa-en-venta-cerradas-de-anahuac-1er-sector-nuevo_leon-24791098#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=9
25.7375315,-100.4065924,https://propiedades.com/inmuebles/casa-en-venta-pedregal-cumbres-34-sector-nuevo_leon-24791060#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=10
25.6598391,-100.1615721,https://propiedades.com/inmuebles/casa-en-venta-praderas-de-guadalupe-nuevo_leon-24791058#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=11
25.6780368,-100.3133067,https://propiedades.com/inmuebles/departamento-en-venta-monterrey-centro-nuevo_leon-24791093#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=12
25.7655553,-100.4644185,https://propiedades.com/inmuebles/casa-en-venta-privalia-cumbres-nuevo_leon-24789474#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=13
25.2928114,-99.9540001,https://propiedades.com/inmuebles/terreno-habitacional-en-venta-carretera-al-fraile-el-pastor-nuevo_leon-24790553#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=14
25.3581798,-99.9336735,https://propiedades.com/inmuebles/terreno-habitacional-en-venta-privada-el-fraile-nuevo_leon-24780574#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=15
25.5655102,-100.223216,https://propiedades.com/inmuebles/terreno-habitacional-en-venta-el-uro-nuevo_leon-24779124#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=16
25.6994429,-100.3413691,https://propiedades.com/inmuebles/terreno-habitacional-en-venta-mitras-centro-nuevo_leon-24779134#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=17
25.6788658,-100.3683873,https://propiedades.com/inmuebles/terreno-habitacional-en-venta-colinas-de-san-jeronimo-4-sector-nuevo_leon-24779195#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=18
25.5014553,-100.179367,https://propiedades.com/inmuebles/terreno-habitacional-en-venta-bosques-de-las-misiones-sector-encino-nuevo_leon-24779183#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=19
25.5860222,-100.2593115,https://propiedades.com/inmuebles/terreno-habitacional-en-venta-lomas-de-valle-alto-nuevo_leon-24779171#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=20
25.6780368,-100.3133067,https://propiedades.com/inmuebles/departamento-en-venta-monterrey-centro-nuevo_leon-24791050#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=21
25.5655102,-100.223216,https://propiedades.com/inmuebles/terreno-habitacional-en-venta-el-uro-nuevo_leon-24791077#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=22
25.5482561,-100.1354212,https://propiedades.com/inmuebles/terreno-habitacional-en-venta-mision-san-mateo-nuevo_leon-24791047#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=23
25.5972498,-100.2505491,https://propiedades.com/inmuebles/departamento-en-venta-contry-sur-nuevo_leon-24791083#pagina=5&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=24&final=1
25.763748,-100.464479,https://propiedades.com/inmuebles/casa-en-venta-calle-del-bosque-100-cumbres-britania-nuevo_leon-25046573#pagina=6&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=1
25.6984079,-100.3766567,https://propiedades.com/inmuebles/departamento-en-venta-callon-del-rincon-298-las-lajas-nuevo_leon-25051812#pagina=6&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=2
25.7286404,-100.2543989,https://propiedades.com/inmuebles/departamento-en-venta-av-adolfo-lopez-mateos-100-living-san-nicolas-nuevo_leon-25053128#pagina=6&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=3
25.6979954,-100.5000638,https://propiedades.com/inmuebles/casa-en-venta-rio-manzanares-120-bosques-la-huasteca-nuevo_leon-24418352#pagina=6&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=4
25.6922874,-100.5023095,https://propiedades.com/inmuebles/casa-en-venta-circuito-de-los-poetas-1023-privadas-de-santa-catarina-nuevo_leon-24418348#pagina=6&tipos=residencial-venta&area=nuevo-leon&precio-min=500000&precio-max=5000000&pos=5
